"6C07D06A416F389577EB92A73C5C0B8F","//УПАКОВЫВАЙТЕ МУСОР; //ИСПОЛЬЗУЙТЕ РАКЕТНЫЕ МОДУЛИ ДЛЯ ЕГО ПЕРЕДАЧИ.","//УПАКОВЫВАЙТЕ МУСОР; //ИСПОЛЬЗУЙТЕ РАКЕТНЫЕ МОДУЛИ ДЛЯ ЕГО ПЕРЕДАЧИ.","",""
"C44189EE416D1A603064D096365DCEE3","//パッケージごみ。//リカバリロケットを使用して移動してください。","//パッケージごみ。//リカバリロケットを使用して移動してください。","",""
"320148364AB13A5CAD65D4874E4EB263","//打包碎片。//利用恢复火箭转移。","//打包碎片。//利用恢复火箭转移。","",""
"72CD5FF44F58025F7FFCF495C0254F7A","//패키지 잔해예요. //복구 로켓을 활용하여 옮기세요.","//패키지 잔해예요. //복구 로켓을 활용하여 옮기세요.","",""
"09BDE2C64940CB3F379508B1E59CFF24","0","0","",""
"16CBD665437CF7CE96A393854F775F0E","0","0","",""
"286D88B044B013027FA46587B885EFD9","0","0","",""
"7DCA1A2546697A674F4949B28C8BF544","0","0","",""
"9036B79A488A5FFC673DE09D8B350F24","0","0","",""
"DE3DE8B54ADB803501D95D82F5036A79","0","0","",""
"B5304A584750127ED9EBECBF6C61A35D","0 Meters","0 метрів","",""
"599F3EBF4794A55B4FD3858FD0A2B6E1","0,000","0,000","",""
"D81A3B7949B783FC3D848085483B8809","0,000","0,000","",""
"018C571748EBF33583E47293B5A635D2","00:00:00","00:00:00","",""
"15882B0D4216488F7176B3B6290BA448","00:00:00","00:00:00","",""
"0D3B0F764ABD133B1081C8B8A3B329F0","1","1","",""
"0E3AF60F40D4ED8D0571D0B5FF3D8056","1","1","",""
"4DC32A9C4DD2B80B456B5EAA7E2F51B8","1","1","",""
"CBA48A4F410EC6C4D096138E5BF788D7","1","1","",""
"D0021E9A444989C28AB22396FE48D12E","1","1","",""
"A305EE7340AE5540056359A3A56500ED","1,000","1,000","",""
"B2C896BE46149B4B77D45DA22D72A3CA","1.0 LAUNCH 2/6/19","1.0 ЗАПУСКАЄТЬСЯ 02/06/2019","",""
"0C8B8AFF4854C8AFB6B7CC943D61EF4D","1.1","1.1","",""
"C0BA080445CBA7673BAFD7A0FF80F04C","1.1","1.1","",""
"5CBA64644E6BC6CA327E1688F9BB4750","1.1s","1.1с","",""
"56DBA05445461BC70F8D7FB89EF495D4","10 Meters","10 метрів","",""
"04ECF7E7492AEC22E132FE8CA6564FD4","100","100","",""
"06176C89424032C4FA573FAA6B2D7FBD","100","100","",""
"86BE6F074676D5A37AE5D59962A74578","10m","10м","",""
"84385354466CEB0239767E922FA918E7","150","150","",""
"11A83DD642AE271D0C95CB9233C5AD6F","1st MISSION","1-ша МІСІЯ","",""
"057A7B56492DE12B9F47229ACE699101","2","2","",""
"75A7F59F480D27997D83B0990217F587","2","2","",""
"EEA63E714275423C8A98A7B1ADF9E0BB","2","2","",""
"41F2D1E744440CF8ED9232881E3EF674","2 ","2 ","",""
"5AB872A44D43870961F957A9FE1E0AEB","2 ","2 ","",""
"7A0BE02A4887C7F10690CDB7B23AFC17","2 ","2 ","",""
"D4C3F0CE475CBDA705E601BD8B18A21F","2 ","2 ","",""
"040815044970DED033200588C38A7447","20 Meters","20 метрів","",""
"4F82DAFD4CE70E910561EA8966544A94","20m","20м","",""
"1CF008444AB7A58B6E389BA76110D4BB","3","3","",""
"86691B4B492F07F975B8309BAD8CB9FC","3","3","",""
"47D0961A4845F7D53F85F4BE609C19BD","30 Meters","30 метрів","",""
"98F7B5CE4D3C369EDE9E89901878EC6A","4","4","",""
"9E8E722B45D7AC39F9B47197AF40D84F","4","4","",""
"EC3753C84D7FD713BD7B74AFF06FFE48","4","4","",""
"CD7E2F204207F3882C3198BA1D612A0B","40 Meters","40 метрів","",""
"993A5E0E47A53372023A0FBAA1679B6C","5","5","",""
"E3591BDB450C9ADEBAFACAA0EF7874CE","5","5","",""
"38F2FDD648B9CE2BCB2D3FA2EFFCE5C1","50 Meters","50 метрів","",""
"96032E7F4850789ACBED21BB8F845EEA","5000.00","5000.00","",""
"BE8902DD4F131CEE22FB38BF5F1D339F","5m","5м","",""
"1107451D4CF8DBB1C0EA4881CDB7CAD3","6","6","",""
"8F1EFE39490F71D5D59BAB94838DDE2E","6","6","",""
"E252F7DD4CB72D91B7D91E85CC03F46C","6","6","",""
"A8CD111945EF3B2160EAA3865BED465F","60 Meters","60 метрів","",""
"8071A827415D5F6B3F70ED9A08ADFA04","7","7","",""
"80B1787D4858BA7AACE62A85F126B22A","7","7","",""
"1540289547B5B01ED9A08D91F8C14E1D","8","8","",""
"CD26C5EB4D785CF4C7A35E99C323ED71","8","8","",""
"C66E90634830F62246E697A2878C9172","90000000","90000000","",""
"909885B4404A20A2DC9BA6AD039AE511","999","999","",""
"Description_DestructiblePlacement_Boulder_Ice","A dense shard of ice which contains something of interest. Can be cracked with explosives.","Уламок льоду, котрий містить у собі щось цікаве. Можна зламати вибухівкою.","",""
"Description_DebrisPackageLarge","A great big box of giant junk!","Величезна коробка велетенського мотлоху!","",""
"Description_DataCache","A hardened container that can be opened with explosives.","Загартований контейнер, який можна відкрити за допомогою вибухівки.","",""
"Description_DestructiblePlacement_Boulder_Stone","A loosely-compacted stone chunk which can be broken apart to reveal its contents.","Спресований шматок каменю, який можна розбити на частини, аби виявити його вміст.","",""
"Description_DebrisPackageMedium","A medium receptacle of rubbish.","Середня коробка мотлоху.","",""
"Description_DebrisPackageSmall","A tiny trunk of trash.","Маленька коробочка мотлоху.","",""
"Name_AllCaps_Backpack_Abandoned","ABANDONED BACKPACK","ПОКИНУТИЙ НАПЛІЧНИК","",""
"2122351442F655D9E831489A11BDED2C","ADD SERVER","ДОДАТИ СЕРВЕР","",""
"66865F7A4B5118CB6153F1B02748D7BF","ADD SERVER","ДОДАТИ СЕРВЕР","",""
"CAE9BA4E4E6DAFC81D3135AAADC62A18","ADD SERVER","ДОДАТИ СЕРВЕР","",""
"83297F2543440491F19995A6CAEBC60D","ALIGNMENT MOD","ВИРІВНЮВАЧ","",""
"27028029470BE970EC0610B0C45AFAFC","ALLOY","СПЛАВ","",""
"4FFD524C466485B33FB977AA73763EE1","ALLOY","СПЛАВ","",""
"Name_AllCaps_ApolloLEM","APOLLO LUNAR MODULE","МІСЯЧНИЙ МОДУЛЬ АПОЛЛО","",""
"Subtitle_Backpack_Abandoned","ASTRONEER PRINT#","ДРУК АСТРОНЕРА#","",""
"E50DF27A43797EDD4A164599863B080A","ASTRONEER: COUNTDOWN IS OUT NOW!","ASTRONEER: ЗВОРОТНИЙ ВІДЛІК ЗАКІНЧИВСЯ!","",""
"C7A5C677458D5C3CC613BCAA06E4ABF9","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.","",""
"DF458C424DD341EAA1715FA180E86788","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.","",""
"Description_Puzzle_Item","ATTACH REQUIRED ITEM TO UNLOCK","ПРИЄДНАЙТЕ НЕОБХІДНИЙ ПРЕДМЕТ, ЩОБИ РОЗБЛОКУВАТИ","",""
"8C563C244CD4769F5957A099FA767E5F","AUTOMATED MASS PRODUCTION PROTOCOL","АВТОМАТИЗОВАНИЙ ПРОТОКОЛ МАСОВОГО ВИРОБНИЦТВА","",""
"967F310C44D24236DCCF55ABDB50EFDC","AUTOMATISIERTE-MASSENPRODUKTION-PROTOKOL","AUTOMATISIERTE-MASSENPRODUKTION-PROTOKOL","",""
"BA5B2FE4401317B1D533159F25268B5E","AVAILABLE","ДОСТУПНО","",""
"Name_Backpack_Abandoned","Abandoned Backpack","Покинутий наплічник","",""
"94E9992047A98F1AEAAD76BB4D505050","Action Available (Idle)","Доступна дія (бездіяльність)","",""
"0FAA26CB4D19FE962F40C99694116BBB","Activated","Активовано","",""
"6F550B574BA17B28225EB2A40FC20FFC","Activated","Активовано","",""
"4F6A736D4377BB444E972695684A77AC","Active","Активований","",""
"E3F6A5C242309F195DCC7DAAE74B0C9D","Add","Додати","",""
"027D7D0743085BD79443C7B55F73882C","Add/Flatten Terrain","Додати/вирівняти поверхню","",""
"645322EC419A47B904CE4EACE8B10542","Alignment Mod","Вирівнювач","",""
"717FAA7D4B7190D3112D7F9B5CE6D887","Ambient Wind Override","Ambient Wind Override","",""
"7148C373483EA6219F62ECB0BF68DB8D","Animation Debug","Налагодження анімації","",""
"00E6DF68496E8BD9E1F202B62259BAF4","Approach to tether to the Rover's Oxygen supply","Наблизьтесь до всюдихода, щоби під'єднатись до його подачі кисню","",""
"4A7F865E4BAEC70E1A670D9BA2B1A196","AridApproachWreck_Shot01_Take02","AridApproachWreck_Shot01_Take02","",""
"F3A1C64847DB7CE851BA2DA1FD7B4891","AridApproachWreck_Shot02_Take03","AridApproachWreck_Shot02_Take03","",""
"CFE940C84592CE84A231EF9CADE682F6","AridApproachWreck_Shot03_Take02","AridApproachWreck_Shot03_Take02","",""
"7741CAB14733D71D732BFD83317CE1C1","AridShuttleLand_Shot01_Take01","AridShuttleLand_Shot01_Take01","",""
"245E15FB4DDA8BC03A76599D4D9CB479","AridThreeShot_Shot01_Take01","AridThreeShot_Shot01_Take01","",""
"96AF2871480F03AFCCB028BE2D985F49","Astroneer","Астронер","",""
"E9EDB371423C6640D7C1B7856E7010E0","Attach","Прикріпити","",""
"D415E9BE4FC83C419F4804B8A3ED9BDC","Auto Crane","Автокран","",""
"5E0D8F8A4B91B0B47D8E51A1C571952A","Awaiting Research Sample","Очікується зразок для дослідження","",""
"1A8A53B64A441377915A65AD50CB3283","B/m","Б/х","",""
"F63FB938456CC057A39A10885A98CA91","B/m","Б/х","",""
"721522B1444FFB8402EAEA9C169C662A","BIOBRANDSTOF OPERATIONELE EXTRACTIE","BIOBRANDSTOF OPERATIONELE EXTRACTIE","",""
"ECD5F90D40F5504AAAB66DAEB8F8DD12","BIOBRANDSTOF OPERATIONELE EXTRACTIE","BIOBRANDSTOF OPERATIONELE EXTRACTIE","",""
"E3F5EF6F4AED4288A73E37A909E52DB0","BIOFUEL OBTAINMENT OPERATION","ОПЕРАЦІЯ З ОТРИМАННЯ БІОПАЛИВА","",""
"31B4DB7E413C411F1FFB2FA08671D187","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.","",""
"38B54A2E42F9D5BB60345BA0BB3BB2CC","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.","",""
"3FE6D84C48EBF0E52F133F95E9D58B5A","BIOKRAFTSTOFF-GEWINNUNG","BIOKRAFTSTOFF-GEWINNUNG","",""
"E96B1FCF44EADDCA668DE5AAA4EC95B3","BIOKRAFTSTOFF-GEWINNUNG","BIOKRAFTSTOFF-GEWINNUNG","",""
"0C88F0A441E7CE6380027D9A6A340A92","BIOPALIW UTRAPIONE UZYSKIWANIE","BIOPALIW UTRAPIONE UZYSKIWANIE","",""
"F727F38847DCDCE1200A9B9D4073FA20","BIOPALIW UTRAPIONE UZYSKIWANIE","BIOPALIW UTRAPIONE UZYSKIWANIE","",""
"6009C6D346E86D00A102619DE45B152D","BRASS","ЛАТУНЬ","",""
"4115D9FC4C41124F832812BDEE7992E7","BRONZE","БРОНЗА","",""
"318C5C6243DF9D720A54978B9BC13A72","BYTES","БАЙТИ","",""
"382B75CA418D91F15048EEA42ECA62AB","BYTES","БАЙТИ","",""
"79A0BFC0461D7048A8CE74BF540F10DE","BYTES","БАЙТИ","",""
"DEF1949443758CF9219F7DB19DE114D2","Backpack","Наплічник","",""
"F983856F49ED8FE8B721A19E0EDBA40A","Backpack","Наплічник","",""
"ABE1792C4753344BC7A229B19F47C519","Backpack Full","Наплічник повний","",""
"06A39DD14653C5AD24E775A8A58403A0","Banner Leaf Set","Набір вивісок","",""
"13C7B97B4E4E395F6A7CB596CEA299FD","Barren_T2","Barren_T2","",""
"2FE9508D49463916807305A553234BF7","Barren_T2","Barren_T2","",""
"3D54EA284BD392C17B13819DA3A1CAA1","Barren_T2","Barren_T2","",""
"62EFCB2D48D6D697D419E89E0B56F030","Barren_T2","Barren_T2","",""
"7DD83B0745AB5A8D1D52819464D491F2","Barren_T2","Barren_T2","",""
"A15CBB4D42BE2F471B26B99D4D4F9597","Barren_T2","Barren_T2","",""
"A63935B64B5B9E7C2F86C9BB11FCFC82","Barren_T2","Barren_T2","",""
"CAF8D60F4E3C2E9A868CAC9E518929CA","Barren_T2","Barren_T2","",""
"CD75A69A48DEC379512C71BED554ED07","Barren_T2","Barren_T2","",""
"D161A99E4EAE36E7423AB78F9A34539C","Barren_T2","Barren_T2","",""
"D9D955EE4330D866C6EFBB8CDFED3F24","Battery","Батарея","",""
"0F65B04F4097E7870F1D03A23EE474EC","Beacons","Маячки","",""
"430F22E146532B3A7AE2B9BDBB93F6EE","Body","Тіло","",""
"D63B50F74EA8C1C1D0C116B9A86A6BBA","Brass","Латунь","",""
"057FFED8481B988CCB3E02A8DDB6743D","Bronze","Бронза","",""
"94D2FA2841D2ED20E085128FF6574C93","Brush Size","Розмір пензля","",""
"24A99B5C4471EB8D1E7559BACC822D9F","BÚSQUEDA DE ULTRACOMBUSTIBLES","BÚSQUEDA DE ULTRACOMBUSTIBLES","",""
"D6F803AE4791AE793194FE8A672CD32F","BÚSQUEDA DE ULTRACOMBUSTIBLES","BÚSQUEDA DE ULTRACOMBUSTIBLES","",""
"08B769B946ED18D1B9C00DBCB32644E2","BİYO YAKIT EDİNME OPERASYONU","BİYO YAKIT EDİNME OPERASYONU","",""
"C42FB5F646D16933127D1B9EF43E0387","BİYO YAKIT EDİNME OPERASYONU","BİYO YAKIT EDİNME OPERASYONU","",""
"336450F14650497F4A626D93CF0F34E9","CABLE EXTENDER","ПОДОВЖУВАЧ","",""
"063C39094099268C62579C8ACCD3E3E6","CABLE PLUG","КАБЕЛЬНА ВИЛКА","",""
"E83F23A94F4A4903D87B7CAD417DA0AE","CANCEL","СКАСУВАТИ","",""
"8650DCF14960C13A3F2D1EA89D3004A5","CARBON FIBER","ВУГЛЕВОЛОКНО","",""
"0063F26E4A89D9075F42E6AC5E266AE4","CAREFUL!","ОБЕРЕЖНО!","",""
"71B6B57E470815A94D0B5EBEB28345A5","CASSITERITE","ЦИНЯК","",""
"ED43DB974D1418D6B1BC3BAE14568EB0","CHANGE PROFILE","ЗМІНИТИ ПРОФІЛЬ","",""
"7CE0059A4FC7D457595547ABC10430E8","CHEAT PLINTH","ПАНЕЛЬ ШАХРАЯ","",""
"9B69FD104A399AF2119FDAA61365F194","CHEAT PLINTH","ПАНЕЛЬ ШАХРАЯ","",""
"C9271DA04B029B51ED2F53A62A1F6BC7","COAL","ВУГІЛЛЯ","",""
"930249CB4F7843024D8DFD894A030FE7","CONFIRM","ПІДТВЕРДИТИ","",""
"A53876D443C1023E8E17289DB227A301","COST:","ЦІНА:","",""
"D5DBD78B41F7BBF25B37CA91C2AC3203","CREATIVE MODE AG","ТВОРЧИЙ РЕЖИМ","",""
"0A5A95A54534FD0334EB5FBA2D2C6C3C","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"17527A8E4443F1364B03E3A45EB540C3","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"53396C3F41C78664D6971E8AB6B7159F","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"7CDAE6D844C31AF3854C5B95126B0188","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"91F439A14797047E673B6FA288C655A9","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"D0B67B934356BBE8B078B09B04289F47","CRITICAL ERROR IN SYSTEM STABILITY","КРИТИЧНА ПОМИЛКА В СТАБІЛЬНОСТІ СИСТЕМИ","",""
"Name_AllCaps_Skybreaker","CURIOUS ITEM","ЦІКАВЕНЬКИЙ ПРЕДМЕТ","",""
"3619BE2A4EC05F7236DA5DA7DF20AB1A","Cable Extender","Подовжувач","",""
"29924B1343E1D0996EBCBA9BFB5BAD28","Cable Splitter","Розгалужувач","",""
"A8C5BAF74CE1A1CADCCD78A0603EF924","Cam 1","Камера 1","",""
"2450C0AC4397C8BA46EA5CBCED688C3B","Cam 2","Камера 2","",""
"3E783BAD4824F038997777A73BBC3E75","Cam 3","Камера 3","",""
"F3CEEE0944682512708E1787E2A87B1B","Cam 4","Камера 4","",""
"9295C6344001C510824669A012C1C32A","Cam Mode: ","Режим камери: ","",""
"DA7946324D06040CED9DB7BA8B82BDD4","Camera","Камера","",""
"Description_DestructScrap","Can be deconstructed with explosives or recycled into Scrap.","Можна зруйнувати вибухівкою або переробити в брухт.","",""
"Description_Scrap","Can be recycled into Scrap.","Переробляється в брухт.","",""
"87E6F95948CF2CDBAE651DA2695AF2D1","Canister","Контейнер","",""
"1A1FA23F4F3C908D233569BB2232415E","Canister Needed","Потрібен контейнер","",""
"5BF1161E4DFEC75D3F0431B7B7887834","Canister Needed","Потрібен контейнер","",""
"1FFAC0A044A70B1D2C5DA0AA75B80EA0","Canister is Empty","Контейнер порожній","",""
"9DF612744CF479A05C99EAB83FC342DC","Cassiterite","Циняк","",""
"56E227884A97EC1FF945C4BF1D0F0EEB","Catalog","Каталог","",""
"5C221EF3476F9966D9E7E3AF6D02911C","Catalog","Каталог","",""
"8521DBEC4F18B9A3F9211A903D715641","Catalog","Каталог","",""
"0A7571A14953D4043B82BE8387816C4E","Catalogue","Каталог","",""
"192BC6A047AFD793499BC3B913FBB805","CaveFireflies_Shot01_Take01","CaveFireflies_Shot01_Take01","",""
"2943CE6D4ED93762F7FA9194CC92AA9E","ChamberLook_Shot01_Take01","ChamberLook_Shot01_Take01","",""
"278667F34357085C25C312A24D2E1F19","Charging","Заряджання","",""
"93F5B12446984E804519CEAF8A1EE8D1","Chassis Block Tier 2","Шасі 2-го рівня","",""
"8BC1FED64F08C2D80EAC8397DC386CF1","Click to Pick Up","Клацніть, щоби підібрати","",""
"8230A2B34C862473ACD62EBB3D243280","Closed","Зачинено","",""
"5E1626F74AD7D139612CE08542E3E805","Cloud Coverage","Хмарність","",""
"876350D04A64EAC5349C909F0041DD23","Cloud Height","Висота хмар","",""
"3B6ABB5F4CEC759151A058976272DD5B","Cloud Painter","Хмарописець","",""
"05AD9CE84DB0A5D84FB2BF83EF1643A5","Cloud Shadow Density ","Щільність тіні хмари ","",""
"3AF5723546D4BC0D56382CAFC36E4C50","Coal","Вугілля","",""
"858CD53F49E7283D8F8C9C93B4643499","Complete","Завершити","",""
"BD750F6D44B71E42DC37D283A95BF098","Completed","Завершено","",""
"9114655B4E1E0DC51625898BC3DE9EBA","Components Safari","Полювання за складниками","",""
"644DD046458163F76B7EFDBF5C054826","Concrete","Бетон","",""
"4C71EBF148A8F9A659D029900AFF90A8","Condenser","Газозбирач","",""
"3FFEC5C744F7A2B82198988D783671F2","Connect to the Internet to ensure you are playing the latest version of the game.","Під'єднайтеся до інтернету, щоби переконатися, що ви граєте в останню версію гри.","",""
"8FA39A8049DF61D0DA1BE2AC0E9FEF07","Construction","Будівництво","",""
"4D11186545883DD54E2DAAB518F2343F","Craters (NO LOC)","Craters (NO LOC)","",""
"Name_DestructiblePlacement_Boulder_Stone","Crumbling Stone","Крихкий камінь","",""
"9689E16347BB793757311A82341B4F59","Ctrl / Alt","Ctrl / Alt","",""
"Name_Skybreaker","Curious Item","Цікавенький предмет","",""
"F3CEC5D949BDAB6FA1B3EF957DEBCCED","Cursor","Указівник","",""
"Subtitle_DataLog","DATA LOG","ЖУРНАЛ ДАНИХ","",""
"Name_AllCaps_Generic","DEBRIS","УЛАМКИ","",""
"Name_AllCaps_DebrisBundle","DEBRIS BUNDLE","ПАКЕТ УЛАМКІВ","",""
"5A526B8D420EE5806B5DED87F9E3B939","DEPLOY STARTUP PACKAGE","РОЗГОРНУТИ СТАРТОВУ БАЗУ","",""
"Name_AllCaps_Unscrappable","DETRITUS","НЕПЕРЕРОБНИЙ","",""
"C57CBE4042A95335BB5E5C8A5F3D8D20","DRILL HEAD","СВЕРДЛО","",""
"C5ED43594EB7BAD681A4999570309306","DROPSHIP","ДЕСАНТНА КАПСУЛА","",""
"Description_WreckedScrap","Damaged beyond repair. Can be processed into Scrap.","Не підлягає відновленню. Переробляється на брухт.","",""
"Description_WreckedDestruct","Damaged beyond repair. Requires explosive force to deconstruct into component parts.","Не підлягає відновленню. Потрібна вибухівка, щоби зруйнувати його на частинки.","",""
"7D3DD3F84378D2ABED05D19E6990D885","Day Length","Тривалість дня","",""
"Name_Generic","Debris","Уламки","",""
"Name_DebrisBundle","Debris Bundle","Пакет уламків","",""
"1C5B270446EEB72079E441B61E77DD98","Debug Amb Sound","Налагодження звуку оточення","",""
"1EF0840E45637CF76BCD4DA7E142E24F","Decorator Gardens","Оздоблювач садів","",""
"5DE32AD7421B3C6DB9A117B05350ECF4","Default","Типова","",""
"A8154BCA43D61FEECBF2FEBD238E79EF","Default","Типова","",""
"8594ABDA46BB43A8FC2F1296BC532897","Default Title","Типова назва","",""
"185C79EF4600C2F52D3089BB7FC17AAC","Default title","Типова назва","",""
"2A807BB34F9D9CC8668911B4441583F0","Default title","Типова назва","",""
"D499A97241144409AE1395ABBBF94975","Delete This Save?","Видалити це збереження?","",""
"A51CF2034E3319398C37698218DDDC4E","Detach","Від’єднати","",""
"Name_Unscrappable","Detritus","Непереробний","",""
"CFFDB7064921C8C6F72A40AEEA56C9C9","Do a thing","Зроби щось","",""
"9BC851FD447263017FBF6990D932D439","DownEdge","DownEdge","",""
"D99ADB6A4746DE7937F0F39864D3F54B","DownTriggered","DownTriggered","",""
"5511127844E41DC64FB9509C3D9E57DA","Drill Head","Свердло","",""
"23825E2246204BB8CD1AAE9B471FAEDD","Dropship","Капсула","",""
"8B6AD79B4B76155B337FF2B7B9343472","Dropship","Капсула","",""
"48EB99C84F133FCF00B35C855D95A971","Dune Blow","Dune Blow","",""
"EB0B4A7C4C93E17C861F45BA6F8E3231","Dust Billow","Dust Billow","",""
