Key,Source,Translation
"7D1410E7443D5CFD6BBBB8BDD50FC643","//SCHUTT VERPACKEN. /ZUM VERSENDEN SAMMELRAKETE BENUTZEN.",""
"010C4B894CF361A1826F68844692D747","//SPAZZATURA IMPACCHETTATA. //UTILIZZA IL RAZZO DI RECUPERO PER IL TRASFERIMENTO.",""
"6C07D06A416F389577EB92A73C5C0B8F","//УПАКОВЫВАЙТЕ МУСОР; //ИСПОЛЬЗУЙТЕ РАКЕТНЫЕ МОДУЛИ ДЛЯ ЕГО ПЕРЕДАЧИ.",""
"C44189EE416D1A603064D096365DCEE3","//パッケージごみ。//リカバリロケットを使用して移動してください。",""
"320148364AB13A5CAD65D4874E4EB263","//打包碎片。//利用恢复火箭转移。",""
"72CD5FF44F58025F7FFCF495C0254F7A","//패키지 잔해예요. //복구 로켓을 활용하여 옮기세요.",""
"09BDE2C64940CB3F379508B1E59CFF24","0",""
"16CBD665437CF7CE96A393854F775F0E","0",""
"286D88B044B013027FA46587B885EFD9","0",""
"7DCA1A2546697A674F4949B28C8BF544","0",""
"9036B79A488A5FFC673DE09D8B350F24","0",""
"DE3DE8B54ADB803501D95D82F5036A79","0",""
"B5304A584750127ED9EBECBF6C61A35D","0 Meters",""
"599F3EBF4794A55B4FD3858FD0A2B6E1","0,000",""
"D81A3B7949B783FC3D848085483B8809","0,000",""
"018C571748EBF33583E47293B5A635D2","00:00:00",""
"15882B0D4216488F7176B3B6290BA448","00:00:00",""
"0D3B0F764ABD133B1081C8B8A3B329F0","1",""
"0E3AF60F40D4ED8D0571D0B5FF3D8056","1",""
"4DC32A9C4DD2B80B456B5EAA7E2F51B8","1",""
"CBA48A4F410EC6C4D096138E5BF788D7","1",""
"D0021E9A444989C28AB22396FE48D12E","1",""
"A305EE7340AE5540056359A3A56500ED","1,000",""
"B2C896BE46149B4B77D45DA22D72A3CA","1.0 LAUNCH 2/6/19",""
"0C8B8AFF4854C8AFB6B7CC943D61EF4D","1.1",""
"C0BA080445CBA7673BAFD7A0FF80F04C","1.1",""
"5CBA64644E6BC6CA327E1688F9BB4750","1.1s",""
"56DBA05445461BC70F8D7FB89EF495D4","10 Meters",""
"04ECF7E7492AEC22E132FE8CA6564FD4","100",""
"06176C89424032C4FA573FAA6B2D7FBD","100",""
"86BE6F074676D5A37AE5D59962A74578","10m",""
"84385354466CEB0239767E922FA918E7","150",""
"11A83DD642AE271D0C95CB9233C5AD6F","1st MISSION",""
"057A7B56492DE12B9F47229ACE699101","2",""
"75A7F59F480D27997D83B0990217F587","2",""
"EEA63E714275423C8A98A7B1ADF9E0BB","2",""
"41F2D1E744440CF8ED9232881E3EF674","2 ",""
"5AB872A44D43870961F957A9FE1E0AEB","2 ",""
"7A0BE02A4887C7F10690CDB7B23AFC17","2 ",""
"D4C3F0CE475CBDA705E601BD8B18A21F","2 ",""
"040815044970DED033200588C38A7447","20 Meters",""
"4F82DAFD4CE70E910561EA8966544A94","20m",""
"1CF008444AB7A58B6E389BA76110D4BB","3",""
"86691B4B492F07F975B8309BAD8CB9FC","3",""
"47D0961A4845F7D53F85F4BE609C19BD","30 Meters",""
"98F7B5CE4D3C369EDE9E89901878EC6A","4",""
"9E8E722B45D7AC39F9B47197AF40D84F","4",""
"EC3753C84D7FD713BD7B74AFF06FFE48","4",""
"CD7E2F204207F3882C3198BA1D612A0B","40 Meters",""
"993A5E0E47A53372023A0FBAA1679B6C","5",""
"E3591BDB450C9ADEBAFACAA0EF7874CE","5",""
"38F2FDD648B9CE2BCB2D3FA2EFFCE5C1","50 Meters",""
"96032E7F4850789ACBED21BB8F845EEA","5000.00",""
"BE8902DD4F131CEE22FB38BF5F1D339F","5m",""
"1107451D4CF8DBB1C0EA4881CDB7CAD3","6",""
"8F1EFE39490F71D5D59BAB94838DDE2E","6",""
"E252F7DD4CB72D91B7D91E85CC03F46C","6",""
"A8CD111945EF3B2160EAA3865BED465F","60 Meters",""
"8071A827415D5F6B3F70ED9A08ADFA04","7",""
"80B1787D4858BA7AACE62A85F126B22A","7",""
"1540289547B5B01ED9A08D91F8C14E1D","8",""
"CD26C5EB4D785CF4C7A35E99C323ED71","8",""
"C66E90634830F62246E697A2878C9172","90000000",""
"909885B4404A20A2DC9BA6AD039AE511","999",""
"F8843B6C40A72A58800DC3817339EE7A",":",""
"Description_DestructiblePlacement_Boulder_Ice","A dense shard of ice which contains something of interest. Can be cracked with explosives.",""
"Description_DebrisPackageLarge","A great big box of giant junk!",""
"Description_DataCache","A hardened container that can be opened with explosives.",""
"Description_DestructiblePlacement_Boulder_Stone","A loosely-compacted stone chunk which can be broken apart to reveal its contents.",""
"Description_DebrisPackageMedium","A medium receptacle of rubbish.",""
"Description_DebrisPackageSmall","A tiny trunk of trash.",""
"Name_AllCaps_Backpack_Abandoned","ABANDONED BACKPACK",""
"2122351442F655D9E831489A11BDED2C","ADD SERVER",""
"66865F7A4B5118CB6153F1B02748D7BF","ADD SERVER",""
"CAE9BA4E4E6DAFC81D3135AAADC62A18","ADD SERVER",""
"83297F2543440491F19995A6CAEBC60D","ALIGNMENT MOD",""
"27028029470BE970EC0610B0C45AFAFC","ALLOY",""
"4FFD524C466485B33FB977AA73763EE1","ALLOY",""
"Name_AllCaps_ApolloLEM","APOLLO LUNAR MODULE",""
"Subtitle_Backpack_Abandoned","ASTRONEER PRINT#",""
"E50DF27A43797EDD4A164599863B080A","ASTRONEER: COUNTDOWN IS OUT NOW!",""
"C7A5C677458D5C3CC613BCAA06E4ABF9","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.",""
"DF458C424DD341EAA1715FA180E86788","ATROX FLORA’DAN CAULDRANGEA TÜRÜ ARACILIĞIYLA BİYO YAKIT RAFİNE ET: TRANSFER / ÖDÜL İÇİN ROKET DAĞITILDI.",""
"Description_Puzzle_Item","ATTACH REQUIRED ITEM TO UNLOCK",""
"8C563C244CD4769F5957A099FA767E5F","AUTOMATED MASS PRODUCTION PROTOCOL",""
"967F310C44D24236DCCF55ABDB50EFDC","AUTOMATISIERTE-MASSENPRODUKTION-PROTOKOL",""
"BA5B2FE4401317B1D533159F25268B5E","AVAILABLE",""
"Name_Backpack_Abandoned","Abandoned Backpack",""
"94E9992047A98F1AEAAD76BB4D505050","Action Available (Idle)",""
"0FAA26CB4D19FE962F40C99694116BBB","Activated",""
"6F550B574BA17B28225EB2A40FC20FFC","Activated",""
"4F6A736D4377BB444E972695684A77AC","Active",""
"E3F6A5C242309F195DCC7DAAE74B0C9D","Add",""
"027D7D0743085BD79443C7B55F73882C","Add/Flatten Terrain",""
"645322EC419A47B904CE4EACE8B10542","Alignment Mod",""
"717FAA7D4B7190D3112D7F9B5CE6D887","Ambient Wind Override",""
"7148C373483EA6219F62ECB0BF68DB8D","Animation Debug",""
"00E6DF68496E8BD9E1F202B62259BAF4","Approach to tether to the Rover's Oxygen supply",""
"4A7F865E4BAEC70E1A670D9BA2B1A196","AridApproachWreck_Shot01_Take02",""
"F3A1C64847DB7CE851BA2DA1FD7B4891","AridApproachWreck_Shot02_Take03",""
"CFE940C84592CE84A231EF9CADE682F6","AridApproachWreck_Shot03_Take02",""
"7741CAB14733D71D732BFD83317CE1C1","AridShuttleLand_Shot01_Take01",""
"245E15FB4DDA8BC03A76599D4D9CB479","AridThreeShot_Shot01_Take01",""
"96AF2871480F03AFCCB028BE2D985F49","Astroneer",""
"E9EDB371423C6640D7C1B7856E7010E0","Attach",""
"D415E9BE4FC83C419F4804B8A3ED9BDC","Auto Crane",""
"5E0D8F8A4B91B0B47D8E51A1C571952A","Awaiting Research Sample",""
"1A8A53B64A441377915A65AD50CB3283","B/m",""
"F63FB938456CC057A39A10885A98CA91","B/m",""
"721522B1444FFB8402EAEA9C169C662A","BIOBRANDSTOF OPERATIONELE EXTRACTIE",""
"ECD5F90D40F5504AAAB66DAEB8F8DD12","BIOBRANDSTOF OPERATIONELE EXTRACTIE",""
"E3F5EF6F4AED4288A73E37A909E52DB0","BIOFUEL OBTAINMENT OPERATION",""
"31B4DB7E413C411F1FFB2FA08671D187","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.",""
"38B54A2E42F9D5BB60345BA0BB3BB2CC","BIOKRAFTSTOFF AUS DER ATROX-FLORA ÜBER ARTEN: CAULDRANGEA ZU VEREDELN. RAKETE FÜR TRANSFER/BELOHNUNG EINGESETZT.",""
"3FE6D84C48EBF0E52F133F95E9D58B5A","BIOKRAFTSTOFF-GEWINNUNG",""
"E96B1FCF44EADDCA668DE5AAA4EC95B3","BIOKRAFTSTOFF-GEWINNUNG",""
"0C88F0A441E7CE6380027D9A6A340A92","BIOPALIW UTRAPIONE UZYSKIWANIE",""
"F727F38847DCDCE1200A9B9D4073FA20","BIOPALIW UTRAPIONE UZYSKIWANIE",""
"6009C6D346E86D00A102619DE45B152D","BRASS",""
"4115D9FC4C41124F832812BDEE7992E7","BRONZE",""
"318C5C6243DF9D720A54978B9BC13A72","BYTES",""
"382B75CA418D91F15048EEA42ECA62AB","BYTES",""
"79A0BFC0461D7048A8CE74BF540F10DE","BYTES",""
"DEF1949443758CF9219F7DB19DE114D2","Backpack",""
"F983856F49ED8FE8B721A19E0EDBA40A","Backpack",""
"ABE1792C4753344BC7A229B19F47C519","Backpack Full",""
"06A39DD14653C5AD24E775A8A58403A0","Banner Leaf Set",""
"13C7B97B4E4E395F6A7CB596CEA299FD","Barren_T2",""
"2FE9508D49463916807305A553234BF7","Barren_T2",""
"3D54EA284BD392C17B13819DA3A1CAA1","Barren_T2",""
"62EFCB2D48D6D697D419E89E0B56F030","Barren_T2",""
"7DD83B0745AB5A8D1D52819464D491F2","Barren_T2",""
"A15CBB4D42BE2F471B26B99D4D4F9597","Barren_T2",""
"A63935B64B5B9E7C2F86C9BB11FCFC82","Barren_T2",""
"CAF8D60F4E3C2E9A868CAC9E518929CA","Barren_T2",""
"CD75A69A48DEC379512C71BED554ED07","Barren_T2",""
"D161A99E4EAE36E7423AB78F9A34539C","Barren_T2",""
"D9D955EE4330D866C6EFBB8CDFED3F24","Battery",""
"0F65B04F4097E7870F1D03A23EE474EC","Beacons",""
"430F22E146532B3A7AE2B9BDBB93F6EE","Body",""
"D63B50F74EA8C1C1D0C116B9A86A6BBA","Brass",""
"057FFED8481B988CCB3E02A8DDB6743D","Bronze",""
"94D2FA2841D2ED20E085128FF6574C93","Brush Size",""
"24A99B5C4471EB8D1E7559BACC822D9F","BÚSQUEDA DE ULTRACOMBUSTIBLES",""
"D6F803AE4791AE793194FE8A672CD32F","BÚSQUEDA DE ULTRACOMBUSTIBLES",""
"08B769B946ED18D1B9C00DBCB32644E2","BİYO YAKIT EDİNME OPERASYONU",""
"C42FB5F646D16933127D1B9EF43E0387","BİYO YAKIT EDİNME OPERASYONU",""
"336450F14650497F4A626D93CF0F34E9","CABLE EXTENDER",""
"063C39094099268C62579C8ACCD3E3E6","CABLE PLUG",""
"E83F23A94F4A4903D87B7CAD417DA0AE","CANCEL",""
"8650DCF14960C13A3F2D1EA89D3004A5","CARBON FIBER",""
"0063F26E4A89D9075F42E6AC5E266AE4","CAREFUL!",""
"71B6B57E470815A94D0B5EBEB28345A5","CASSITERITE",""
"ED43DB974D1418D6B1BC3BAE14568EB0","CHANGE PROFILE",""
"7CE0059A4FC7D457595547ABC10430E8","CHEAT PLINTH",""
"9B69FD104A399AF2119FDAA61365F194","CHEAT PLINTH",""
"C9271DA04B029B51ED2F53A62A1F6BC7","COAL",""
"930249CB4F7843024D8DFD894A030FE7","CONFIRM",""
"A53876D443C1023E8E17289DB227A301","COST:",""
"D5DBD78B41F7BBF25B37CA91C2AC3203","CREATIVE MODE AG",""
"0A5A95A54534FD0334EB5FBA2D2C6C3C","CRITICAL ERROR IN SYSTEM STABILITY",""
"17527A8E4443F1364B03E3A45EB540C3","CRITICAL ERROR IN SYSTEM STABILITY",""
"53396C3F41C78664D6971E8AB6B7159F","CRITICAL ERROR IN SYSTEM STABILITY",""
"7CDAE6D844C31AF3854C5B95126B0188","CRITICAL ERROR IN SYSTEM STABILITY",""
"91F439A14797047E673B6FA288C655A9","CRITICAL ERROR IN SYSTEM STABILITY",""
"D0B67B934356BBE8B078B09B04289F47","CRITICAL ERROR IN SYSTEM STABILITY",""
"Name_AllCaps_Skybreaker","CURIOUS ITEM",""
"3619BE2A4EC05F7236DA5DA7DF20AB1A","Cable Extender",""
"29924B1343E1D0996EBCBA9BFB5BAD28","Cable Splitter",""
"A8C5BAF74CE1A1CADCCD78A0603EF924","Cam 1",""
"2450C0AC4397C8BA46EA5CBCED688C3B","Cam 2",""
"3E783BAD4824F038997777A73BBC3E75","Cam 3",""
"F3CEEE0944682512708E1787E2A87B1B","Cam 4",""
"9295C6344001C510824669A012C1C32A","Cam Mode: ",""
"DA7946324D06040CED9DB7BA8B82BDD4","Camera",""
"Description_DestructScrap","Can be deconstructed with explosives or recycled into Scrap.",""
"Description_Scrap","Can be recycled into Scrap.",""
"87E6F95948CF2CDBAE651DA2695AF2D1","Canister",""
"1A1FA23F4F3C908D233569BB2232415E","Canister Needed",""
"5BF1161E4DFEC75D3F0431B7B7887834","Canister Needed",""
"1FFAC0A044A70B1D2C5DA0AA75B80EA0","Canister is Empty",""
"9DF612744CF479A05C99EAB83FC342DC","Cassiterite",""
"56E227884A97EC1FF945C4BF1D0F0EEB","Catalog",""
"5C221EF3476F9966D9E7E3AF6D02911C","Catalog",""
"8521DBEC4F18B9A3F9211A903D715641","Catalog",""
"0A7571A14953D4043B82BE8387816C4E","Catalogue",""
"192BC6A047AFD793499BC3B913FBB805","CaveFireflies_Shot01_Take01",""
"2943CE6D4ED93762F7FA9194CC92AA9E","ChamberLook_Shot01_Take01",""
"278667F34357085C25C312A24D2E1F19","Charging",""
"93F5B12446984E804519CEAF8A1EE8D1","Chassis Block Tier 2",""
"8BC1FED64F08C2D80EAC8397DC386CF1","Click to Pick Up",""
"8230A2B34C862473ACD62EBB3D243280","Closed",""
"5E1626F74AD7D139612CE08542E3E805","Cloud Coverage",""
"876350D04A64EAC5349C909F0041DD23","Cloud Height",""
"3B6ABB5F4CEC759151A058976272DD5B","Cloud Painter",""
"05AD9CE84DB0A5D84FB2BF83EF1643A5","Cloud Shadow Density ",""
"3AF5723546D4BC0D56382CAFC36E4C50","Coal",""
"858CD53F49E7283D8F8C9C93B4643499","Complete",""
"BD750F6D44B71E42DC37D283A95BF098","Completed",""
"9114655B4E1E0DC51625898BC3DE9EBA","Components Safari",""
"644DD046458163F76B7EFDBF5C054826","Concrete",""
"4C71EBF148A8F9A659D029900AFF90A8","Condenser",""
"3FFEC5C744F7A2B82198988D783671F2","Connect to the Internet to ensure you are playing the latest version of the game.",""
"8FA39A8049DF61D0DA1BE2AC0E9FEF07","Construction",""
"4D11186545883DD54E2DAAB518F2343F","Craters (NO LOC)",""
"Name_DestructiblePlacement_Boulder_Stone","Crumbling Stone",""
"9689E16347BB793757311A82341B4F59","Ctrl / Alt",""
"Name_Skybreaker","Curious Item",""
"F3CEC5D949BDAB6FA1B3EF957DEBCCED","Cursor",""
"Subtitle_DataLog","DATA LOG",""
"Name_AllCaps_Generic","DEBRIS",""
"Name_AllCaps_DebrisBundle","DEBRIS BUNDLE",""
"5A526B8D420EE5806B5DED87F9E3B939","DEPLOY STARTUP PACKAGE",""
"Name_AllCaps_Unscrappable","DETRITUS",""
"C57CBE4042A95335BB5E5C8A5F3D8D20","DRILL HEAD",""
"C5ED43594EB7BAD681A4999570309306","DROPSHIP",""
"Description_WreckedScrap","Damaged beyond repair. Can be processed into Scrap.",""
"Description_WreckedDestruct","Damaged beyond repair. Requires explosive force to deconstruct into component parts.",""
"7D3DD3F84378D2ABED05D19E6990D885","Day Length",""
"Name_Generic","Debris",""
"Name_DebrisBundle","Debris Bundle",""
"1C5B270446EEB72079E441B61E77DD98","Debug Amb Sound",""
"1EF0840E45637CF76BCD4DA7E142E24F","Decorator Gardens",""
"5DE32AD7421B3C6DB9A117B05350ECF4","Default",""
"A8154BCA43D61FEECBF2FEBD238E79EF","Default",""
"8594ABDA46BB43A8FC2F1296BC532897","Default Title",""
"0D43B9CB4BFC3B5B33580B9D454EF0BE","Default title",""
"185C79EF4600C2F52D3089BB7FC17AAC","Default title",""
"2A807BB34F9D9CC8668911B4441583F0","Default title",""
"D499A97241144409AE1395ABBBF94975","Delete This Save?",""
"A51CF2034E3319398C37698218DDDC4E","Detach",""
"Name_Unscrappable","Detritus",""
"CFFDB7064921C8C6F72A40AEEA56C9C9","Do a thing",""
"9BC851FD447263017FBF6990D932D439","DownEdge",""
"D99ADB6A4746DE7937F0F39864D3F54B","DownTriggered",""
"5511127844E41DC64FB9509C3D9E57DA","Drill Head",""
"23825E2246204BB8CD1AAE9B471FAEDD","Dropship",""
"8B6AD79B4B76155B337FF2B7B9343472","Dropship",""
"48EB99C84F133FCF00B35C855D95A971","Dune Blow",""
"EB0B4A7C4C93E17C861F45BA6F8E3231","Dust Billow",""
"9479FCA84CE4888901A8E98A61F30A98","Dust Billow Thick",""
"577ACF7B41D6A50F1AF0BAA397061D36","Dust Kickup",""
"5B0691C84359B293EDC65AA0A42D4908","Dust Kickup<cf>Random",""
"062394854F34394C8C34D4BFED5AB420","E0013_001",""
"F00000E944D9B89E90382380C1560611","E0033_001",""
"CFFAB0DA44A1EC595B919E81F1522EC5","E3_Shot1",""
"2DE1C5B848D7D4A6D1704EAD71EA27FE","EARLY ACCESS",""
"09DE5DF74DC027C39FD04396BB5F3F88","ERROR: Mission-Based Data Log has redundant entry ID: {ID}",""
"33FD1AB248E41965ECBB57875BCC149D","EXAMINE",""
"514F85ED4617A96B4CFC8A95D4DB2756","EXAMINE",""
"6BCC5B044976A6CBA6453D9EFD022F14","EXAMINE",""
"C3E459DF4BCD43EDA45DE8AB7D04B404","EXAMINE",""
"C8FC9AC34026FFA0245F85B25331CBEF","EXAMINE",""
"Name_AllCaps_DataCache","EXO CACHE",""
"703E62204A559AD016DDEC9B7621E6AF","EXO CARE-INITIATIVE",""
"C22EE2B14ABA8878B2012BA112EEF18B","EXO CARES GİRİŞİMİ",""
"2AD9610848E37ED209408FAE5EA651BC","EXO CARES INITIATIVE",""
"Name_DataCache","EXO Cache",""
"9CDADAF146ABA331B71921A8C56C4B17","EXO Color",""
"Name_AllCaps_Puzzle","EXO DYNAMICS RESEARCH AID",""
"Name_Puzzle","EXO Dynamics Research Aid",""
"740DE5454EFE46AF3F2321852C83E532","EXO 선물 이벤트 이니셔티브",""
"4EDE1BF440A2594DDDCA20A55B492B13","EXO-ZORGINITIATIEF",""
"BE475FB847CA701C6D8394A8E248A35D","EXOTIC MOON",""
"AB3E33F9462946B3AFDE5BA93E2B5656","EXOケアイニシアティブ",""
"73005FDC46111A0DCF0F3199AFAFE0E5","EXO关怀计划",""
"A14215644761FE16242B84B2A7CC0FC9","EXPERIMENTAL",""
"A301C1A14F2539FBB4BC6F8B74F547DB","EXPLOSIVE",""
"DE65AED643AD37C23F7C17AFF96DA424","EXTRACTOR",""
"C6972B8145E0F5E1272765B4A9E4E24F","Encountered untagged modifier: ",""
"5856957041D6415B5E4B9FB9BBEF52B7","EngineWave_Shot01_Take02",""
"3057245B4A90540C508110BEF6A38E5F","Enter Game Name Here",""
"13AA97014BA4968687BDE9872278D732","Enter Seed Here",""
"FE49CA24401512F547DC508A3E3F2614","Equipped",""
"DD27BD5447DC4057FDE7E4840CAEAE41","Examine",""
"8B7BC30F4218D8A959AC57A12B761044","Exobos",""
"8344B8ED4AD162CF4F984B9A47259071","Exomada",""
"938F28014644C605520634A96FDAA12C","Exploration",""
"15C8DC724215CA99C77E71B46553A787","Extend",""
"EDD23056413EF87452F18DB53D413D49","Extract",""
"52CF052B4423EC266CE5CAA1A7ECE670","Extractor",""
"5BA282EB41A80FB099016E944DE39412","FALSE",""
"Subtitle_Puzzle","FIELD RESEARCH UNIT",""
"907A42B74FAB7FCDC6B6F589B102077E","FILTERED: ",""
"6324DCAC44DC7A77CA45EFB6E83AEF5B","FLATS (NO LOC)",""
"66A67F8A4CF54B4DB00EDDBC43E5B94B","FOSSIL FUEL",""
"FA7C0B374ED0AD4C5AA0F4975F8B9999","FUEL",""
"0BB19E0742FDDE6AE6459C85DBBB41CB","FUEL ACQUISITION RENEWAL MAINTENANCE",""
"04BB1A5F4396023A129F45A0EE62CB42","FUEL CONDENSER",""
"7B2A51C4440BFC30BF20DBB092C9CE0A","Fly",""
"2755431C40892885955F6CA4D41BCA98","Free Camera",""
"7ECF10324956E498C6BD7D956D4942CF","Free Oxygen",""
"314DD7E0465961DDBC0BAD90A6880FD9","Free Power",""
"E81BDC0143904247E542069923C3B9D6","Fuel Condenser",""
"0B9B8BE0418EBD7A186A119FED9B323E","Fuel1",""
"0DB6CD02442BEEC0C49300800354E4DA","FullyPowered",""
"621605E8462D70364A6F359FA7943884","Funkytown",""
"721144AC4A8425F472FA639BA3B4FA06","Funkytown",""
"D60EDBA84688B68168746EBBB1EB3251","Funkytown",""
"BC5A01D64F1A82DBAE5DD4A95EF23E2A","GAME PREVIEW",""
"EA8DAC1946AD90179C62CEA407783B7B","GAME PREVIEW (ALPHA) - 000.000.00000.0",""
"E9510D1341FD246AAB64B39D7F5F03ED","GAMERTAG",""
"0466D0234A98BD9E18A5228C86B425DD","GEAUTOMATISEERD MASSAPRODUCTIEPROTOCOL",""
"DC3052BD48A3C594FC6CC79FE3C9D88B","GLITCHWALKERS AVAILABLE NOW!",""
"604808624CE605C0102A6E82440877AE","GOLD",""
"ED47B1F54748798BE605389187572012","Gas Canister",""
"CAA83D0541882E5B0487B68F04DF525E","Gather Organic",""
"03FF799843E48F11F4B9FF9E5C9A5F52","Generator",""
"E974C9314A6A25AAF2C38EB0AC7AFAD0","Generator_Medium",""
"24D908D549634CB7D482B8900876C81B","Geothermal",""
"3BBBA1C049C646B9E2A43BBCB719C155","Geothermal",""
"5878BD5C43B4ECCD0ECF4EB454F7D3F1","Geyser",""
"CF840FA6440FF40EDD6CF7878F7B5FF8","Geyser_Small",""
"B4613E7449EB8F9B060165BD49FD4741","Gold",""
"5AF2750C4C1C9692E3CA8A89D4F9985C","Grab",""
"296FC95441D8765339CD86B918746E94","Grab Cable",""
"8BB3A4174E23F8AD6872BDBAE2F7430C","Grant Points",""
"76A0564543C4E87341247882CC8F12CA","GrassBlade Tall",""
"2A074B4941E79310FFF270AB8C05137E","Gravity",""
"9696E1944C57CBC91CD00AA8546E190F","HACK",""
"0CDFFF6649B74A9F242B20ABBFF3B2C9","HYDRAZINE CATALYZER",""
"CD9DC9DC4EF036F03DA9CEA398CFC030","Hazards Outback",""
"3D200A234B7D4B39D85480A21991CB1C","Hills (NO LOC)",""
"7C4BF16749153F35E2465DAF59B7D670","Hub",""
"C3B0A58D4C86D9BF101D4F8A2DCAAA82","Hydrazine Catalyzer",""
"315AF32140096835C1936096612703EC","INHIBITOR MOD",""
"AF506A5746362494DF3F5680FA103EB1","INICIATIVA DE CUIDADOS EXO",""
"EFD2D7414EB2E23099B41FA21BA46135","INICIATIVA DE CUIDADOS EXO",""
"076EB09F45BCF3614B3401815395B5B9","INICIATIVA «EXO SE IMPORTA»",""
"0E158BFB444F1B5F9F00E183D2B5352C","INICJATYWA EXO POMOC",""
"B36F0A7C40C9616A8C5BB1833D847EAA","INITIALIZE CARGO DROP",""
"6AF41EBB41FBE72946C01887E12037B4","INITIATIVE EXO S'ENGAGE",""
"DCE0FE284EADA4B61DE063909B6E5EC2","INIZIATIVA EXO CARES",""
"Description_Puzzle_Consume","INSERT APPROPRIATE RESOURCE TO UNLOCK",""
"Description_Puzzle_FloraKey","INSERT INTACT  LOCAL FLORA SAMPLE TO UNLOCK",""
"E5E203EC41FB0B211EEFFA932FFA3AE3","INSUFFICIENT CONCENTRATION",""
"7C7553704A1FAA962BF940A108E9553E","INTERNAL BETA - {Version}",""
"Name_DestructiblePlacement_Boulder_Ice","Ice Chunk",""
"AD7F29734DD6512112A5CB935EC0D8EA","In Memoriam",""
"CE3DA36142F50530396FB2838A53CCA8","In Progress",""
"AFCBBBCB48FC0D08E8006ABC7E0922C5","Inert",""
"BA102A7043ED4343A994789C8E2001EB","Inert",""
"B107070D4A8F9084C4E601A9313FFF45","Inhibitor Mod",""
"0669722E4774AEF4518ABDB8F99FA4DD","Initialized",""
"D28730A94EC92FFD36F6EB952DD0C842","Invalid Sample",""
"12B0891A4F41B37C4665289A0E0C0B3D","Invert Mouse Y",""
"181305524EA6FE9F3A2C8EA5205C9FAE","Invert Pad Y",""
"A616D6134C0FD1E00D91D58BD91F6C3D","Invincible",""
"F3A6798E401DA84897626398C9E0B4A2","Invoke Playfab Error",""
"685A920844B996B5B04C74B71C354038","Item",""
"5D365D89465707A18356E6A990B6D66B","Item Description",""
"AA007DAB485979CD7DAB559C2F8EBF06","Item Type",""
"Name_AllCaps_Gamepiece_Bishop_02","JASPER BISHOP",""
